Source,Tags,Title,Status,URL,Example URL,License,Format,Comments,,
OpenEi.org,Smart grid,different and various data sets,,https://openei.org/datasets/dataset?sectors=smartgrid ,,,,,,
BfE DIEMO,Elektromobilität,"Nationale Daten-Infrastruktur (DIEMO) für eine verbesserte Sichtbarkeit von Ladeinfrastruktur­informationen (z.B. Standort, Zugang, Stecker-Typen). Mit DIEMO wird erreicht, dass Daten zur Ladeinfrastruktur der Schweiz im Sinne von Open Data einheitlich, diskriminierungsfrei, in hoher Qualität und kostenlos zur Verfügung stehen. Durch die direkte Anbindung der Ladeinfrastrukturbetreiber an die Bundesgeodateninfrastruktur entsteht eine Datengrundlage von hoher Qualität und wird auch die Bereitstellung dynamischer Daten möglich (Verfügbarkeit der Ladestationen).",,"

https://data.geo.admin.ch/ch.bfe.ladestellen-elektromobilitaet/data/ch.bfe.ladestellen-elektromobilitaet.json

",,,,Live Demo-Daten,,
BfE DIEMO,Catalog,,,"

https://www.geocat.ch/geonetwork/srv/ger/catalog.search#/metadata/deb77904-21ff-4ff4-b53d-b6ddb4615168

",,,,Metadaten,,
,,,,,,,,,,
National Renewable Energy Laboratory,USA Energy production / consumption / Grid / future technologies,"US Fact/Statistics 

Production
Consumption (by sector)
Grid data
future technologies",,https://data.nrel.gov/submissions/all,,,,,,
,,,,,,,,,,
Enerdata,CO2 - energy - global,"EnerMonthly (Monthly Energy Database
Global Energy and CO2 Data
Global Energy Forecasts
Marginal Abatement Cost Curves",,https://www.enerdata.net/research/,,,,,,
,,,,,,,,,,
Worldbank,energy by country,General Datasets about countries and regions,,"https://datacatalog.worldbank.org/

",,,,,,
Worldbank,energy by country,General Datasets about countries and regions,,https://data.worldbank.org/,,,,,,
Pecan Street Data Port,residential energy and water data,"Dataport provides access to a variety of residential energy and water data collected through Pecan Street’s research network, including:

whole-home and circuit-level energy use; one-second circuit-level energy use; HVAC use; refrigerator and other appliance use; electric vehicle charging behavior; solar generation; real power, apparent power, THD, voltage, phase angle data; sub-minute whole-home water use; household demographic and home survey data",,"https://www.pecanstreet.org
https://www.pecanstreet.org/dataport/",,,,beim Dataport ist eine Anmeldung notwendig! > Andre und/oder Oleg könnt Ihr das übernehmen? Am besten Anmeldung mit einem Hochschul-Account > dann haben wir Zugriff auf alle Daten!,,
Pecan Street,Climate Data,"Own data sets and various third party data sets such as:
artic regions (ice thickness,...), Climate Data NASA, Climate Dta NOAA, coastal floodings,  power plant generation and emission, Climate/Health",,https://www.pecanstreet.org/dataport/about/,,,,,,
,,,,,,,,,,
Swisscom OpenData,Mobilität / Fahrten / Mobilenetze,"Mobilität (Fahrten auf Autobahnen, Reisedistanzen pro Tag
Kommunikation (Breitbandanschlüsse in Gemeinden, Heatmaps, 
Netzwerk
",,https://opendata.swisscom.com/explore/?sort=title&refine.language=de,,,,,,
,,,,,,,,,,
Sonnendach.ch,Sonnenenergy,Solarpotenzial in der Schweiz (Dach für jede Schweizer Gemeinde),https://map.geo.admin.ch/?layers=ch.bfe.solarenergie-eignung-daecher&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-farbe&E=2645915.44&N=1248328.00&zoom=11,"https://map.geo.admin.ch/?lang=de&topic=energie&bgLayer=ch.swisstopo.swissimage&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441,3206&layers=ch.bfe.solarenergie-eignung-daecher",,,,,,
,Sonnenenergy,Solarpotenzial in der Schweiz (Fassaden für jede Schweizer Gemeinde),"https://map.geo.admin.ch/?layers=ch.bfe.solarenergie-eignung-daecher,ch.bfe.solarenergie-eignung-fassaden&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-farbe&E=2645915.44&N=1248328.00&zoom=11&layers_visibility=false,true",,,,,,,
,,,,,,,,,,
europäische Uebertragungsnetzbetreiber ,,,,,,,,,,
    Amprion,Netzkennzahlen,"Netzkennzahlen (Erzeugung, Erzeugung in Regelzone, Grenzüberschreitende Lastflüsse, Lastverlauf, PV-Einspeisung, Windenergieeinspeisung, vertikale Netzlast)",,https://www.amprion.net/Netzkennzahlen/,,,,,,
,,,,,,,,,,
    TransnetBW,Netzkennzahlen,"Kennzahlen (Einspeisung Wind, Einspeisung Photovoltaik, EEG Intraday, Differenz Einspeisungsprognose zu vermarkteter Menge)
",,https://www.transnetbw.de/de/transparenz/marktdaten/kennzahlen,,,,Homepage > ,,
    TransnetBW,,"Strukturdaten (Strukturdaten, Netzverluste)",,,,,,,,
    TransnetBW,,"Strommarkt (Regelenergie Bedarf/Abruf, Abschaltbare Lasten, Netzreserve, Kapazitätsreserven)",,https://www.transnetbw.de/de,,,,Homepage > Strommarkt > ....,,
    50Hertz,,,,,,,,,,
    Energinet,Energy Data Denmark ,"Energy Data (Denmark) Production and Consumption, Whole Sale Market, Ancillary Services, Transmission lines, CO2 Emissions, Gas",,"https://en.energinet.dk/Electricity/Energy-data

https://www.energidataservice.dk/en/",,,,On this page you can find raw data and statistics or energy data provided by other players in the electricity market (Focus on Denmark),,
    Energinet,Energy Data Denmark Hub,Data Hub (Denmark),,https://en.energinet.dk/Electricity/DataHub,,,,,,
,,,,,,,,,,
    RTE,Netzkennzahlen Energy Frankreich,"Generation (Forecast, Storage Park, Actual Generation, installed Capac)
Consumption (consolidated, demand response, Physical Showcases, tempo like supply contract)
Market (demand response signal, imbalance reconstitution, balancing capacity, wholesale Market, balancing energy, consumption control measure, ...)",,https://data.rte-france.com/catalog/all_categories,,,,"API muss beantragt werden!! > Andre und/oder Oleg, könnt Ihr das übernehmen?",,
,,,,,,,,,,
    TennetTSO,,,,https://www.tennet.eu/de/#&panel1-1,,,,,,
    Elia,Netzkennzahlen Energy belgium,"Load
Interconnection
Generation
Balacing",,http://www.elia.be/en/grid-data/data-download,"CSV, Excel",,,,,
    Elia,Grid Energy belgium,"Grid technical Data
Map High voltage grid",,http://www.elia.be/en/grid-data/Grid-Technical-Data,"Excel, PDF",,,,,
,,,,,,,,,,
    Transparency.Entsoe.eu,Uebertragungsnetzbetreiber,"Transparenzplattform der europäischen Uebertragungsnetzbetreiber
",,https://transparency.entsoe.eu/dashboard/show,,,,,,
    Transparency.Entsoe.eu,Europe Electricity market,"Load (Total Load Day ahead, Total Load Forecast (month, week, year, margin)",,https://transparency.entsoe.eu/dashboard/show,,,,,,
    Transparency.Entsoe.eu,Europe Electricity market,"Generation (installed capacity, water reservoirs and hydro storage plants, actual generation by type, actual generation per unit, forecast wind and solar)",,https://transparency.entsoe.eu/dashboard/show,,,,Energy Production and production forecast,,
    Transparency.Entsoe.eu,Europe Electricity market,"Transmission (scheduled commercial exchange, cross border physical flow, day ahead price, forecast transfer capacities (day, week, month, year)",,https://transparency.entsoe.eu/dashboard/show,,,,Data about power transfers over borders between areas,,
    Transparency.Entsoe.eu,Europe Electricity market,"Balancing (accepted offers, volumes of contracted balancing reserves, imbalance, cross border balancing)",,https://transparency.entsoe.eu/dashboard/show,,,,Data about regulation energy used to keep the electrical transmission grid in balance,,
    Transparency.Entsoe.eu,Europe Electricity market,Outages,,https://transparency.entsoe.eu/dashboard/show,,,,Data about planned maintenence and failures inside the electrical transmission grid,,
    Transparency.Entsoe.eu,Europe Electricity market,"Congestion Management (Countertrading, Redispatching internal, Redispatching cross border)",,https://transparency.entsoe.eu/dashboard/show,,,,Data about actions taken to relieve overloaded parts of the electrical transmission grid,,
    Transparency.Entsoe.eu,Energy Data by country,"Data 2011 bis 2015 by country (Cross Border commercial schedule, cross border physical flow, year ahead NTC, Balance Management, Total load)",,https://transparency.entsoe.eu/dashboard/show,"XML, XLSX",,,,,
,,,,,,,,,,
    EntSOE,Europe electricity grid map,Grid Map,,https://www.entsoe.eu/data/map/,,,,Website des Verbandes der europäischen Übertragungsnetzbetreiber,,
    EntSOE,,Transparency Plattform (see above),,,,,,,,
    EntSOE,,"Power Statistics by Country (monthly domestic values, net generating capacity, Metadata Repository, physical energy & power flows, inventory of transmission, monthly hourly load values, inventory of generation)",,https://www.entsoe.eu/data/power-stats/,,,,,,
    EntSOE,,Outlook Reports by country,,https://www.entsoe.eu/outlooks/seasonal/,"XLSX, PDF",,,Winter and summer outlooks since 2009,,
    EntSOE,,"IT Plattforms (Links to Transparency, Common Grid Model, ",,https://www.entsoe.eu/data/it-platforms/#,,,,,,
    EntSOE,,"Statistics and Data (monthly statistics reports, electricity in Europe, Statistical yearbooks, statistical factsheets, annual statistics, load values)",,https://www.entsoe.eu/publications/statistics-and-data/,,,,Online Application Portal for Network Datasets also available,,
,,,,,,,,,,
    Netztransparenz.de,,Informationsplattform der deutschen Uebertragungsnetzbetreiber,,https://www.netztransparenz.de/,,,,,,
    Netztransparenz.de,,Links zu Informationsplattformen,,https://www.netztransparenz.de/Allgemeines/Informationsplattformen,,,,,,
    Netztransparenz.de,,Archivdaten der bisherigen EEX-Transparenzplattform für die Jahre 2013 und 2014,,https://www.netztransparenz.de/EU-Transparenzverordnung/Archivdaten-der-bisherigen-EEX-Transparenzplattform,ZIP,,,,,
    Netztransparenz.de,Sonnenenergy Deutschland,"Solarenergie Prognose der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",,https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Solarenergie-Prognose,CSV,,,,,
    Netztransparenz.de,Wind Energie Deutschland,"Windenergie Prognose der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",,https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Windenergie-Prognose,CSV,,,,,
    Netztransparenz.de,Sonnenenergy Deutschland,"Solarenergie Hochrechnung der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",,https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Solarenergie-Hochrechnung,CSV,,,,,
    Netztransparenz.de,Wind Energie Deutschland,"Windenergie HOchrechnung der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",,https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Windenergie-Hochrechnung,CSV,,,,,
,,,,,,,,,,
    Intraday Capacity,Transfer capacity Europe,Available Transfer Capacity (Europe),,https://www.intraday-capacity.com/php/main.php,,,,,,
,,,,,,,,,,
    Tschet.eu,,,,https://www.tscnet.eu/,,,,Informationsplattform der Transmission System Operator Security Cooperation (TSC).,,
,,,,,,,,,,
,,,,,,,,,,
Cities/Municipalities,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Zürich,catalog Zürich,"Bevölkerung (Linked open statistical Data, Daten ZüriZahlen App)
Bauen und Wohnen (Fernwärmegebiete, Gasrückzugsgebiete, Linked Open statistical data)
Mobilität (Standorte autom.Zählgeräte, Linked open statistical Data, Daten Velozählstelle,...)
Umwelt
Energie (Linked open statistical data, Beleuchtung, Wasser-&Gasversorgung)
",,https://data.stadt-zuerich.ch/,"wms, wfs, json, xml, pdf, csv, kmz, gpkg",,,,,
Basel,catalog Basel,"Raum & Umwelt (Eigenproduktion Strom, Energieeffizienz, Energiepreise CH, ....)
Bevölkerung
Energie (Stromverbrauch nach EnergieTräger, spez.Heizenergieverbr., neue erneuerbare Energien, Stromverbrauch pro Einwohner)
Mobilität & Verkehr (Verkehrsleistungsindex, Motorfahrzeuge, Verkehrszähldaten,",,https://opendata.swiss/de/organization/kanton-basel-stadt,,,,,,
Basel,catalog Basel,"Anwendungen (Datenvisualisierungen > Stadtplan, Pegel, Statistikkarten, Quartierindex, MapBS, Dräggwägg,...))
Datenkatalog (Link auf opendata.swiss > see above)",,http://www.staatskanzlei.bs.ch/oeffentlichkeitsprinzip/ogd.html,,,,,,
Bern,catalog Bern,"Statistik
Bevölkerung (Haushalte, demographische Merkmale, Prognosen....)
Volkswirtschaft (Volkseinkommen, GDP/BIP)
Energie (Gas-&Wasserversorgung, KVA, FErnwärme, Elektrizitätswerk)
Mobilität (Verkehrszählungen, Motorfahrzeuge, öV, Strassennetz)",,https://www.bern.ch/open-government-data-ogd/ogd-nach-themen,"excel, PDF",,,,,
Bern,geodaten / immobilien,"Geodaten
Immobilien",,https://www.bern.ch/open-government-data-ogd/ogd-nach-themen,,,,,,
München,catalog München,Bevölkerung /Transport/Verkehr / Umwelt/Klima/ Geobasisdaten /Infrastruktur,,https://www.opengov-muenchen.de/,"csv, json",,,,,
Stuttgart,catalog Stuttgart,Verkehr,,https://www.openvvs.de/,,,,,,
Stuttgart,Geoportal Stuttgart,"Testdaten:
Liegenschaftskataster
Fahrradkarte
Luftbilder
Stadtplan/Stadtkarte
Stuttgart 3D
",,https://www.stuttgart.de/geoportal,,,,,,
Berlin,catalog Berlin,Home/Uebersicht,,https://daten.berlin.de/datensaetze,,,,,,
Berlin,Geoportal Berlin,"Geographie und Stadtplanung
Gemarkungen
Katasterinformationen
Gewässer und Vegetationsflächen/Linien
INSPIRE Datenmodell",,https://daten.berlin.de/kategorie/geographie-und-stadtplanung,,,,,,
Berlin,Versorgung Berlin,"Ver- und Entsorgung (2008 bis 2018)
Netzverluste
Stromausfälle
Standardlastprofile (Gewerbe, ...)
Einspeisung dezentrale Anlagen
Einspeisung benachbarte Netze gleiche NEtzebene 
Entnahmen der Letztverbraucher (Differenzbilanzierung)
Jahreshöchstlast, Lastverlauf
Netzeinspeisung BHKW, WKK
Testdaten Stromausfall Energyhack
Tagesparameterabhängiges Lastprofil Wärmepumpen
Summe EInspeisung Hochspannung
Summe Einspeisung Niederspannung
Preisblatt Netznutzung
Fahrplanprognosen Standardlastkunden
Web Service Last und Erzeugung 15min
....",,https://daten.berlin.de/kategorie/ver-und-entsorgung,,,,,,
Berlin,verkehr Berlin,"Verkehr
Verkehr und Personenaufkommen (Parkplatzbelegung, Bewegungsdaten)
eMobility Ladestationen
öV Linien
öV Fahrplan
Smart City Berlin Ernst Reuter Platz",,"https://daten.berlin.de/kategorie/verkehr

http://flow.dai-labor.de/datasets/",Fahrplandaten via API und GTFS,,,,,
Berlin,Energieatlas Berlin,Energieatlas Berlin,,https://daten.berlin.de/datensaetze/energieatlas-berlin,,,,,,
,,,,,,,,,,
Datenquellen,,Kurzbeschreibung,Status of Data Set,URL,Portal URL,,,zusätzliche Hinweise und Kommentare,,File Name
,,,,,,,,,,
"Senozon
Daten Verkehrsfluss Kt. Aargau (Arbeit, priv., öV, MIV, Fuss)
DIEMO-Daten
FZ Zulasungsdaten Aargau und CH > Entwicklung Marktdurchdringung
Daten Masterplan Elektromobilität
Daten BfE Programm ""GeoGreen""
Daten BfE Programm ""Swiss2grid""",,"Einwohnerzahlen
Verkehrsmengen
Verkehrsflüsse
Mikrozensus
Fahrzeugzulassungen",,,,,,,,
Nationale Dateninfrastruktur Elektromobilität (DIEMO),elektromobilität,"Rund 35% des Energieverbrauchs der Schweiz entfallen auf die Mobilität. Der Mobilitätsbereich ist aktuell zu über 95% von fossilen Energieträgern abhängig. Grundsätzlich strebt der Bundesrat im Bereich des motorisierten Individualverkehrs eine generelle und technologieneutrale Energieeffizienzsteigerung an, die jedoch in das übergeordnete Ziel einer nachhaltigeren Mobilität eingebettet sein muss. Die Elektromobilität bietet die Chance, einen Beitrag zu einer nachhaltigeren Mobilität zu leisten. Mit der Elektromobilität ist eine Schlüsseltechnologie zur Erreichung ambitionierter energie- und klimapolitischer Ziele vorhanden. Elektroantriebe sind effizient und der Einsatz von Strom erlaubt die Nutzung erneuerbarer Energien.Die nationale Daten-Infrastruktur Elektromobilität (DIEMO) bezweckt, dass Daten zur Ladeinfrastruktur der Schweiz im Sinne von Open Data einheitlich, in hoher Qualität und kostenlos zur Verfügung stehen. Dazu harmonisiert und aggregiert DIEMO Daten verschiedener Betreibenden von Ladeinfrastruktur und stellt ein Gesamtbild der Ladestellen zur Verfügung.",,https://data.geo.admin.ch/ch.bfe.ladestellen-elektromobilitaet/data/ch.bfe.ladestellen-elektromobilitaet.json,,,,,,
,,,,,,,,,,
,elektromobilität,Lemnet Ladestationspunkte,,https://www.lemnet.org/de/downloads,,,,,,
,elektromobilität,eMobile,,?,,,,,,
,elektromobilität,Swisscharge,,?,,,,,,
,elektromobilität,Schnellladen.ch,,?,,,,,,
,,,,,,,,,,
,elektromobilität,"DIEMO Plattform -> Nationale Daten-Infrastruktur (DIEMO) für eine verbesserte Sichtbarkeit von Ladeinfrastruktur­informationen (z.B. Standort, Zugang, Stecker-Typen). Mit DIEMO wird erreicht, dass Daten zur Ladeinfrastruktur der Schweiz im Sinne von Open Data einheitlich, diskriminierungsfrei, in hoher Qualität und kostenlos zur Verfügung stehen. Durch die direkte Anbindung der Ladeinfrastrukturbetreiber an die Bundesgeodateninfrastruktur entsteht eine Datengrundlage von hoher Qualität und wird auch die Bereitstellung dynamischer Daten möglich (Verfügbarkeit der Ladestationen).",,?,,,,Live Demo-Daten,,
,Strombverbrauch,Faktenblatt Strombverbrauch Elektrogeräte,,https://www.newsd.admin.ch/newsd/message/attachments/46117.pdf,,,,,,
,Strombverbrauch,Stromverbrauch Haushaltsgeräten,,https://www.stromspiegel.de/stromspar-tipps/strom-sparende-haushaltsgeraete/,,,,,,
,Strombverbrauch,Stromverbrauch im Haushalt,,https://www.stromverbrauch-haushalt.de/haushaltgeraete-stromverbrauch.html,,,,,,
,Strombverbrauch,Elektronikgeräte,,http://www.energie.ch/elektronikgeraete,,,,,,
,,Anwenderhandbuch GEAK online Tool (GEAK User Manual 4.0.2),,https://docplayer.org/25877609-Anwenderhandbuch-zum-geak-online-tool.html,,,,,,
,,GEAK Handbuch,,?,,,,als PDF verfügbar,,
,Home-energy,Solar & Battery Combined System,,https://github.com/birdie82/homeenergy,,,,,,
BENEnergy,Haushalten,"Datensätze von Haushalten aus der Schweiz zu 37 Eigenschaften (z.B. Einstellung,
Haushaltsgrösse, Solaranlage); anonymisiert - keine Adresse

--
Insgesamt ca. 5'500 Datensätze",,https://bit.ly/2GcK5Lq,,,,,,
,,,,,,,,,,
IEEE PES,Consumption appliances  Geräte,"Consumption Data

Private Homes
Offices
Commercial
Water Heater
Refrigerator",,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Elektromobilität,Electric Vehicles Database with scenario,,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Power quality,Power Quality,,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Photovoltaik,PV Generation,,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Power reliybility,Reliability,,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Wetter,Weather Data,,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,Wind,"Wind based Generation (Data base includes the values of the wind speed, recorded with time intervals of 10min)",,http://sites.ieee.org/pes-iss/data-sets/,,,,,,
IEEE PES,,,,,,,,,,
,catalog household consumption,"Public data sets on household energy consumption data into individual 
appliances, also known as Non-intrusive Appliance Load Monitoring (NIALM) or 
energy disaggregation

Almanac of Minutely Power Dataset
Berkeley Energy Disaggregation Dat Set
Controlled On/Off Loads library dataset
Dataport database
Dutch Rersidential Energy Dataset
Electricity Consumption & Occupancy data set
GREEND Dataset
Household Electricity Use Study
EDF Individual household electric power consumption data set
Smart Home Data Set
REFIT Electrical Load Measurements dataset
UK Domestic Appliance Level Electricity dataset",,http://blog.oliverparson.co.uk/2012/06/public-data-sets-for-nialm.html,,,,,,
AEW VEiN ,Strom Rheinfelden,Datensätze aus Rheinfelden,,https://github.com/birdie82/vein,https://github.com/birdie82/vein,,,,,
Stadt Bremgarten,Schulgebäude Bremgarten,Datensätze Schulgebäude,,,liegen als ShapeFile und Excel vor,,,,,
AEW,Haushalten,,,"https://github.com/birdie82/aptblocks
https://github.com/birdie82/homeenergy",,,,,,
,,,,,,,,,,
Stromkennzeichnung,,,,,,,,,,
Sonnendach,,,,,,,,,,
ElectricityMap,,,,,,,,,,
EnergyMap,,,,,,,,,,
Mieterverband,Lebensdauertabelle Gebäudehülle,Lebensdauertabelle Gebäudehülle,,https://intern.mieterverband.ch/ldt/objekte.php?Gid=4,,,,,,
Mieterverband,Lebensdauertabelle Heizung Lüftung Klima,Lebensdauertabelle Heizung Lüftung Klima,,https://intern.mieterverband.ch/ldt/objekte.php?Gid=1,,,,,,
Mieterverband,zentrale Warmwasseraufbereitung,zentrale Warmwasseraufbereitung,,https://intern.mieterverband.ch/ldt/objekte.php?Gid=2,,,,,,
,GEAK Handbuch,GEAK Handbuch,,,,,,als PDF bereitgestellt,,
,Faktenblatt Strombverbrauch Elektrogeräte,Faktenblatt Strombverbrauch Elektrogeräte,,https://www.newsd.admin.ch/newsd/message/attachments/46117.pdf,,,,,,
,Stromverbrauch Haushaltsgeräten,Stromverbrauch Haushaltsgeräten,,https://www.stromspiegel.de/stromspar-tipps/strom-sparende-haushaltsgeraete/,,,,,,
,Stromverbrauch im Haushalt,Stromverbrauch im Haushalt,,https://www.stromverbrauch-haushalt.de/haushaltgeraete-stromverbrauch.html,,,,,,
,Elektronikgeräte,Elektronikgeräte,,http://www.energie.ch/elektronikgeraete,,,,,,
,Anwenderhandbuch GEAK online Tool (GEAK User Manual 4.0.2),Anwenderhandbuch GEAK online Tool (GEAK User Manual 4.0.2),,https://docplayer.org/25877609-Anwenderhandbuch-zum-geak-online-tool.html,,,,,,
GeoAdmin,,,,,,,,,,
BENEnergy,,,,,,,,,,
,Solar & Battery Combined System,Solar & Battery Combined System,,https://github.com/birdie82/homeenergy,,,,,,
Infos Heizungssysteme,,,,,,,,,,
Infos Lüftung,,,,,,,,,,
Gebäudefassadensanierung,,,,,,,,,,
etc.,,,,,,,,,,
IEEE PES,"Verbrauchszahlen Hausgeräte, ....","Verbrauchszahlen Hausgeräte, ....",,,,,,,,
Energydata.Info,,,,,,,,,,
NIALM,,,,,,,,,,
,Faktenblatt Strombverbrauch Elektrogeräte,Faktenblatt Strombverbrauch Elektrogeräte,,https://www.newsd.admin.ch/newsd/message/attachments/46117.pdf,,,,,,
,Stromverbrauch Haushaltsgeräten,Stromverbrauch Haushaltsgeräten,,https://www.stromspiegel.de/stromspar-tipps/strom-sparende-haushaltsgeraete/,,,,,,
,Stromverbrauch im Haushalt,Stromverbrauch im Haushalt,,https://www.stromverbrauch-haushalt.de/haushaltgeraete-stromverbrauch.html,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Zugverkehr,Energieverbrauch im Schienenverkehr,,www.bfe.admin.ch/php/modules/enet/streamfile.php?file=000000007371.pdf,,,,,,
,Energieverbrauch der Verkehrsträger im Vergleich,Energieverbrauch der Verkehrsträger im Vergleich,,https://www.energiestiftung.ch/energieeffizienz-verkehrstraegervergleich.html,,,,,,
,Zugverkehr,Daten und Fakten zum Energieverbrauch des Schienenverkehrs,,https://www.forschungsinformationssystem.de/servlet/is/342234/,,,,,,
,Zugverkehr,Umweltschonend mobil,,https://www.allianz-pro-schiene.de/wp-content/uploads/2015/10/umweltschonend-mobil.pdf,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PPT Daniel Büchel BfE,PPT Daniel Büchel BfE,,,,,,als PDF bereitgestellt,,
,Verbrauchszahlen Haushaltsgeräte,Verbrauchszahlen Haushaltsgeräte,,,,,,,,
AEW,,,,https://github.com/birdie82/vein,,,,,,
AEW,,,,https://github.com/birdie82/aptblocks,,,,,,
AEW,,,,https://github.com/birdie82/homeenergy,,,,,,
,,,,,,,,,,
SBB,catalog SBB Data,Katalog offenen SBB Daten (~60 data packages),,https://data.sbb.ch/pages/home/,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,SBB," spezifische Verbrauchswerte pro Trassenabschnitt und Fahrzeugtypen / Komposition für Personenzüge
 Meteodaten entlang eines Trassenabschnitts
 Daten zu den Zugkompositionen und Auslastungsdaten",,,,,,,,
,allg.,Wetterdaten Meteotest,,,,,,,,
,,Windpotenzial,,,,,,,,
,,Sonnendach,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Bitcoin:,,- Blockchain.info,,,,,,
,,  - U.S. electricity prices,,"- A. de Vries, ""Bitcoin's Growing Energy Problem"", Joule , Volume 2 , Issue 5 , 801 - 805",,,,,,
,,  - Miners revenue timeseries,,- bitinfocharts.com,,,,,,
,,  - Transaction per block timeseries,,- https://www.eia.gov/electricity/monthly/epm_table_grapher.php?t=epmt_5_6_a,,,,,,
,,Elevator:,,"- Jürg Nipkow; Max Schalcher, ""Energy consumption and efficiency potentials of lifts""",,,,,,
,,  - Power consumption of different elevator types,,"- S. Shahnawaz Ahmed, Asif Iqbal, Rashed Sarwar, Md. Sayeed Salam, ""Modeling the energy consumption of a lift"", Energy and Buildings Volume 71, March 2014",,,,,,
,,Shower:,,"- H. Hendrickx, Unilever, ""Objective measurement of showering behaviour in the UK and a behavioural intervention to reduce water use in the shower"", Water Efficiency Conference 2015",,,,,,
,,   - Throughput of different showerheads,,"- Mifflin, M. D., St Jeor, S. T., Hill, L. A., Scott, B. J., Daugherty, S. A., & Koh, Y. O. (1990). A new predictive equation for resting energy expenditure in healthy individuals. The American journal of clinical nutrition, 51(2), 241-247.",,,,,,
,,Human labor:,,"- Ainsworth, B. E., Haskell, W. L., Herrmann, S. D., Meckes, N., Bassett Jr, D. R., Tudor-Locke, C., ... & Leon, A. S. (2011). 2011 Compendium of Physical Activities: a second update of codes and MET values. Medicine & science in sports & exercise, 43(8), 1575-1581.",,,,,,
